Label,Centroid_X,Centroid_Y,Theta,Percent_Filled,BoundingBox_Ratio
huskytoy,205.535,303.088,0.461605,21440.4,0.93578
huskytoy,222.751,211.929,-0.25356,10057.9,1.54513
huskytoy,220.386,214.613,-0.336746,10607.7,1.5457
huskytoy,220.219,214.381,-0.335704,10608,1.54209
huskytoy,219.735,213.845,-0.333652,10632.9,1.54395
huskytoy,219.665,213.438,-0.330771,10545.4,1.53692
huskytoy,220.172,213.959,-0.337103,10556.9,1.54036
huskytoy,219.558,213.735,-0.333246,10652.7,1.54528
huskytoy,220.726,214.298,-0.338437,10617.4,1.54811
huskytoy,219.348,212.828,-0.329736,10604.3,1.53545
huskytoy,216.055,212.528,-0.328666,10647.9,1.52491
huskytoy,211.726,211.576,-0.318719,10590.2,1.07957
huskytoy,220.875,216.02,-0.336603,10598,1.54891
huskytoy,221.578,216.118,-0.344357,10581.3,1.54926
huskytoy,221.679,216.164,-0.34074,10644.8,1.55079
huskytoy,222.434,217.71,-0.349773,10591.4,1.56574
huskytoy,222.132,216.943,-0.344173,10584.4,1.54626
huskytoy,222.992,218.053,-0.353504,10590.8,1.55963
huskytoy,223.067,217.994,-0.349897,10604.7,1.5497
huskytoy,223.951,219.083,-0.35373,10656.9,1.56983
huskytoy,223.244,218.312,-0.351007,10565.2,1.56749
huskytoy,223.093,218.214,-0.350984,10626.9,1.56749
huskytoy,225.471,214.717,-0.272198,10208.7,1.55549
huskytoy,287.362,174.16,-0.814438,10947.6,1.03799
huskytoy,295.104,169.691,-0.826544,11266.7,1.45576
huskytoy,293.899,169.065,-0.834215,11295,1.45344
huskytoy,294.182,169.43,-0.828099,11223.2,0.947004
huskytoy,294.173,170.482,-0.826244,11241.6,1.45623
huskytoy,294.628,171.162,-0.83571,11378.3,1.45052
huskytoy,292.637,164.757,-0.833017,11181.8,1.45617
huskytoy,123.335,136.574,0.200978,11118.8,0.646218
huskytoy,230.092,193.428,-0.517526,14414.3,5.64804
huskytoy,251.786,129.696,0.686226,10402.2,1.10294
huskytoy,257.579,128.119,0.699199,10150,0.667361
huskytoy,251.193,126.296,0.661735,10479.3,1.11781
huskytoy,252.024,126.299,0.670418,10390.6,1.11401
huskytoy,248.502,127.022,0.649269,10610.1,1.12801
huskytoy,255.618,128.863,0.700916,10166.8,0.670152
huskytoy,372.608,170.001,0.711743,10508.8,0.648948
huskytoy,378.695,150.694,0.729714,10597.7,0.661714
huskytoy,378.125,151.873,0.716772,10513.7,0.656191
huskytoy,379.933,150.636,0.734314,10609.6,0.662222
huskytoy,288.265,180.396,0.737769,11537.4,0.710004
huskytoy,311.801,194.085,0.68242,10942,1.09795
huskytoy,315.953,156.575,0.704887,10977.6,0.677126
huskytoy,333.017,130.81,0.794278,10985.8,0.666291
huskytoy,325.666,151.149,1.15896,11100.3,0.679718
huskytoy,359.959,157.569,1.23181,11231.3,0.671888
huskytoy,369.701,169.544,1.23927,11237.3,0.676776
huskytoy,370.685,182.81,1.24277,11243.1,0.678629
huskytoy,369.027,159,1.24069,11154,0.675846
huskytoy,370.411,158.17,1.15258,11417.7,0.678781
huskytoy,345.46,126.059,0.608656,10714,0.672103
huskytoy,352.725,125.809,0.707318,11129.3,0.676564
huskytoy,332.636,161.49,0.426567,10962.4,0.679701
huskytoy,284.754,176.83,-0.252834,10245.4,1.50108
huskytoy,248.822,184.631,-0.285872,10133.6,1.51449
huskytoy,305.414,197.982,-0.445627,10683.8,1.4745
huskytoy,296.399,202.623,-0.962353,10847.4,0.901052
huskytoy,206.603,187.076,-0.959088,11066.6,1.45688
huskytoy,231.461,265.402,-1.28161,10696.6,1.48297
huskytoy,135.661,375.593,-1.30897,10653.6,1.38915
huskytoy,154.184,369.968,-1.29868,11492.9,1.42327
huskytoy,145.753,372.903,-1.29882,11215.1,1.39229
huskytoy,148.551,370.403,-1.28985,11195.1,1.40057
huskytoy,148.258,370.083,-1.29322,11213.8,1.40188
huskytoy,283.074,237.074,-1.50938,10623.1,0.918507
huskytoy,286.829,233.323,-1.53257,11125.5,0.912611
huskytoy,291.401,233.232,-1.54236,11404,0.911923
huskytoy,246.663,249.363,-1.51189,10337.8,0.933534
huskytoy,291.508,217.299,1.49169,10054.1,1.48362
huskytoy,306.601,192.836,1.45682,10184.9,1.48936
huskytoy,274.784,227.918,1.36554,9967.7,0.675104
huskytoy,221.974,196.14,1.14077,10129.1,0.666363
huskytoy,168.286,241.674,0.855424,9939.55,0.6516
huskytoy,217.772,240.644,0.774973,10682.1,1.00064
huskytoy,277.515,316.772,0.586183,10417.8,1.10646
huskytoy,281.461,371.686,0.39535,10050,0.689103
huskytoy,254.797,359.21,0.233782,10218.8,0.69348
huskytoy,240.88,283.866,0.168031,10791,1.11618
huskytoy,240.395,269.145,0.168846,10527.8,1.11141
huskytoy,246.483,316.598,0.171125,11080.5,1.10997
huskytoy,202.26,200.699,0.0379238,11743.8,1.14644
huskytoy,217.754,190.92,-0.22195,11425.7,1.11567
huskytoy,278.295,246.56,-0.281796,10647.9,1.12677
huskytoy,260.621,237.073,-0.337357,10589.9,1.12369
huskytoy,212.24,366.609,-0.237035,10696.6,1.13213
huskytoy,251.403,373.767,-0.163103,10167.9,1.43697
huskytoy,266.827,281.563,1.3177,9728.98,0.86778
huskytoy,620.292,254.31,0.200061,14207.7,0.193353
huskytoy,279.863,278.741,1.21374,9158.78,0.869061
huskytoy,291.08,213.918,1.1989,9104.84,0.875629
huskytoy,296.139,210.677,1.19583,9063.91,0.868051
huskytoy,301.337,220.568,1.21743,8882.68,0.678925
huskytoy,218.436,147.238,1.33313,10095.1,0.892987
huskytoy,87.8126,104.466,1.48608,18102.2,1.40491
huskytoy,230.048,227.948,-1.26035,11468,0.870582
huskytoy,225.245,215.76,-1.29905,12006.8,0.868145
huskytoy,326.604,118.104,-0.41759,12249.5,2.94622
huskytoy,306.609,405.953,1.04747,11890.6,0.920188
huskytoy,284.476,249.848,1.09742,11880.8,1.14144
huskytoy,290.994,228.517,1.08004,11779.6,1.11239
huskytoy,315.225,227.479,1.11202,11474.4,1.11872
huskytoy,193.731,235.528,-0.688934,12709.3,1.83714
huskytoy,325.028,96.582,0.450653,10613.7,0.794559
huskytoy,427.658,155.542,1.24944,16984.8,0.5425
huskytoy,326.724,99.1409,0.459682,10514.5,0.790678
huskytoy,427.803,157.136,1.20946,18556.9,0.520619
huskytoy,414.607,82.1248,0.518071,13160.9,1.00888
huskytoy,505.548,173.557,-0.941914,17455.4,0.857143
huskytoy,469.199,215.299,1.14099,10346.5,1.14891
huskytoy,261.295,292.367,1.18869,10995,1.17488
huskytoy,263.968,317.148,1.16588,11437.1,1.28885
huskytoy,268.473,310.37,1.17586,11132.3,1.1651
huskytoy,273.267,306.894,1.16872,11205.9,1.15093
huskytoy,299.801,209.704,1.2091,10767.1,1.15795
huskytoy,289.936,255.21,1.17842,10608.9,1.17142
huskytoy,304.674,229.509,1.08203,10709,1.15094
huskytoy,306.099,224.538,0.949579,10741.5,1.14933
huskytoy,295.212,231.701,0.510571,10612.3,0.866747
huskytoy,343.147,201.088,0.460445,10841.3,0.862581
huskytoy,285.255,263.168,0.0725586,10388.9,0.875051
huskytoy,296.245,280.083,-0.140487,10537.9,0.878708
huskytoy,274.536,306.57,-0.191706,11239.1,0.878654
huskytoy,273.976,289.195,-0.201519,11142.5,0.880427
huskytoy,280.932,300.323,-0.531072,10918.3,0.872524
huskytoy,276.968,278.287,-0.492326,10934.7,0.879465
huskytoy,275.12,192.96,0.265108,11551.2,0.898451
huskytoy,315.964,44.0341,0.349456,10030.4,1.04959
huskytoy,377.156,166.51,-1.1604,10809.6,1.17232
huskytoy,244.98,321.944,-1.21513,10156.6,1.21818
huskytoy,264.13,350.08,-1.21053,9778.74,1.45294
huskytoy,300.143,305.47,-1.18348,9946.6,1.22011
huskytoy,331.162,220.889,-1.15251,10612.9,1.18792
huskytoy,351.279,242.283,-1.15089,10522.1,1.18107
huskytoy,331.021,241.15,-1.15894,10524.1,1.19769
huskytoy,330.092,264.189,-1.13126,10316.4,1.19809
huskytoy,251.589,225.283,-0.679708,10664,0.819897
huskytoy,276.21,349.812,-0.492505,9510.98,0.823748
huskytoy,220.872,366.665,-0.524462,9310.52,0.700379
huskytoy,310.644,247.85,-0.0087152,10057.9,0.688964
huskytoy,321.261,225.188,0.40961,10422.9,0.823522
huskytoy,327.033,187.401,0.487786,10804.9,0.833283
huskytoy,280.175,163.919,0.479295,10475.5,0.823391
huskytoy,314.551,156.634,1.04811,12167.7,1.36113
huskytoy,304.94,150.754,1.08541,13312.1,1.33671
huskytoy,305.837,154.084,1.0973,12770.9,1.38298
huskytoy,304.701,144.709,1.06256,13356.5,1.34766
huskytoy,306.015,149.091,1.07799,13193.2,1.34038
huskytoy,305.906,149.37,1.08179,13146.3,1.34362
huskytoy,305.834,147.811,1.07584,13182.4,1.336
huskytoy,306.086,149.472,1.09139,13035.2,1.3444
huskytoy,305.777,141.503,1.07175,12999.9,1.35355
huskytoy,305.938,142.547,1.068,13179.3,1.35186
huskytoy,305.631,140.731,1.06182,13100.9,1.34737
mouse,301.705,172.45,0.84189,19945.2,0.634512
mouse,301.571,171.928,0.835,20071.5,0.641865
mouse,304.181,182.052,0.843855,19869.5,0.661972
mouse,320.336,161.451,0.864601,19936,0.669721
mouse,314.39,164.951,0.238025,20134.4,0.670677
mouse,341.358,138.976,-0.231916,19852,1.49303
mouse,342.368,141.13,-0.230515,19806.7,1.5
mouse,341.712,141.665,-0.226766,19860.1,1.46163
mouse,262.292,144.425,-1.33137,20031,1.45375
mouse,262.731,145.679,-1.32716,20117.3,1.42536
mouse,262.819,145.165,-1.33505,20062.7,1.45789
mouse,262.332,142.787,-1.334,20091.4,1.43443
mouse,287.933,180.816,1.36875,20655.8,0.635
mouse,286.52,178.522,1.36736,20696.7,0.63434
mouse,287.196,179.356,1.36125,20790.1,0.635521
mouse,341.238,129.181,1.09557,18612.8,0.63398
mouse,341.391,133.867,1.09904,18959.1,0.636385
mouse,341.341,133.791,1.09628,18926.3,0.638368
mouse,368.232,128.631,0.483916,17015.3,0.655732
mouse,367.752,128.975,0.453918,16857.3,0.656069
mouse,367.775,129.88,0.463876,16994.7,0.654965
mouse,368.076,130.548,0.457083,17003,0.654982
mouse,368.182,132.657,0.473351,17176.9,0.653834
mouse,297.476,189.826,-0.483205,18226.5,1.55476
mouse,295.849,190.868,-0.459689,17759.5,1.55898
mouse,303.935,181.524,-0.608225,19355.3,1.56816
mouse,305.192,180.408,-0.631694,19809.1,1.574
mouse,296.287,191.648,-0.475514,17687.5,1.57191
mouse,283.935,152.332,-1.11098,17982.7,1.51207
mouse,284.086,151.611,-1.10319,18161.9,1.49745
mouse,284.573,153.509,-1.11826,17863.6,1.53667
mouse,303.648,220.462,0.96059,19922.9,0.650083
mouse,313.141,247.757,0.953404,19868.4,0.646362
mouse,300.669,259.36,0.909729,19810.4,0.644967
mouse,312.954,291.663,0.920341,19885.9,0.634474
mouse,380.657,285.978,0.55814,20541.3,0.669811
mouse,361.746,283.628,0.548641,20430.4,0.644201
mouse,350.979,269.16,0.550491,19941.4,0.654582
mouse,375.537,251.716,0.586998,20197.4,0.668203
mouse,296.553,210.183,-0.532231,20089.2,1.55455
mouse,633.248,453.584,-1.46549,15695.7,0.246377
mouse,322.177,219.015,-0.508352,20049,1.57904
mouse,328.282,233.903,-0.530419,19998.5,1.58
mousse,334.262,227.047,-0.523183,20034.2,1.5736
mouse,331.415,221.114,-0.541205,19885.4,1.58199
mouse,294.006,116.086,-1.44117,20759.3,1.52821
mouse,301.842,72.2933,-1.43972,20683.6,1.51463
mouse,350.677,140.581,1.3856,19996.3,0.664388
mouse,345.577,167.951,1.40243,19907.5,0.655797
mouse,322.697,151.045,1.3724,20054.5,0.652237
mouse,313.515,163.999,1.35515,20067.7,0.654001
mouse,284.016,192.289,1.36087,20228.4,0.656693
mouse,288.823,185.074,1.35624,20063.7,0.664495
mouse,291.33,191.777,1.37029,19930.3,0.655026
mouse,292.47,191.869,1.36752,20020.6,0.656693
mouse,317.76,162.699,1.0049,19750.5,0.683824
mouse,307.525,161.982,0.985967,19739.6,0.689139
mouse,306.511,165.259,0.987296,19719,0.690298
mouse,310.64,167.812,1.00393,19732.3,0.686347
mouse,264.662,50.6443,0.00843281,17982.9,3.05512
mouse,564.37,376.361,-1.09953,13566.4,0.648734
mouse,247.765,80.1171,-0.0218607,21171.9,1.96023
mouse,617.691,468.97,-0.261595,9522.73,2.06061
mouse,260.764,219.014,0.0148917,19705,0.671975
mouse,298.668,331.16,-0.0257427,19819.9,0.706444
mouse,301.41,332.404,-0.0181303,19933,0.69197
mouse,302.076,330.072,-0.0219101,19992.4,0.692212
mouse,302.764,323.521,-0.0232498,20161.4,0.692823
mouse,302.922,324.945,-0.0229251,20080.7,0.690537
mouse,345.218,279.131,0.741899,19651.4,0.663713
mouse,345.157,275.32,0.738941,19709.2,0.665383
watch,341.892,220.777,1.35747,14755.5,0.22792
fork,291.391,154.095,-0.209713,11423.9,6.89238
fork,291.363,154.129,-0.209444,11460.3,6.86918
fork,290.941,154.117,-0.209802,11449.7,6.87441
fork,291.399,154.112,-0.209752,11442.8,6.87456
forl,291.101,154.045,-0.209987,11410.1,6.87439
fork,290.649,154.178,-0.209689,11481.2,6.85648
fork,291.264,153.864,-0.210051,11416.9,6.87108
fork,291.178,154.021,-0.210257,11442.9,6.85225
fork,291.182,153.926,-0.209897,11355,6.89018
fork,290.529,154.64,-0.211149,11326.6,6.89105
fork,274.026,236.638,0.573114,10273.4,0.141584
fork,274.517,236.833,0.573253,10209.6,0.141812
fork,274.333,236.656,0.572911,10243.4,0.141361
fork,274.327,236.633,0.572968,10234.1,0.141855
fork,274.026,236.492,0.572933,10236.7,0.141884
fork,273.826,236.659,0.572534,10284.3,0.142162
fork,303.268,216.381,1.28314,10923.3,0.149614
fork,303.234,216.144,1.28318,10954.4,0.148743
fork,302.962,215.885,1.2827,10997.4,0.149546
fork,302.877,215.674,1.28269,11039.1,0.149546
fork,302.903,215.954,1.28237,10937.2,0.148199
fork,302.691,215.94,1.28199,10925.2,0.148583
fork,302.535,215.69,1.28195,11011.4,0.150104
fork,301.829,215.797,1.28103,10961.6,0.1507
fork,301.931,215.405,1.28098,10968.1,0.150412
fork,301.841,215.092,1.28095,10992.4,0.150515
fork,302.045,215.354,1.28134,10962.5,0.150358
fork,301.935,215.112,1.28105,11019.5,0.149828
fork,254.914,200.33,-1.287,11451.1,6.34828
fork,255.047,200.078,-1.28676,11481.5,6.36678
fork,254.094,200.457,-1.28812,11436.9,6.24916
fork,255.436,200.665,-1.28602,11465,6.3586
fork,214.685,181.426,-0.726727,11127.8,6.34094
fork,215.401,181.334,-0.727038,11172.9,6.39136
fork,215.001,181.797,-0.726264,11262.9,6.39246
fork,215.261,181.894,-0.72566,11191,6.35996
fork,216.12,182.568,-0.723612,11153.1,6.39029
fork,216.521,181.304,-0.723928,11232.2,6.36313
fork,219.813,125.974,-0.11477,11890.7,6.13685
fork,219.263,126.276,-0.114298,11863.8,6.14048
fork,219.229,126.497,-0.113554,11938.2,6.19286
fork,219.451,126.34,-0.113509,11928.4,6.16602
fork,219.465,126.283,-0.113575,11861,6.12149
fork,179.827,242.019,0.542263,10911.7,0.13842
fork,179.854,241.928,0.542375,10852.2,0.139091
fork,179.435,241.392,0.542115,10840.3,0.138567
fork,179.592,241.705,0.542104,10823.1,0.139171
fork,180.843,242.042,0.542018,10926.9,0.139259
fork,180.158,241.444,0.54229,10899,0.138923
fork,179.487,241.509,0.541617,10850.7,0.138603
fork,179.431,241.358,0.541692,10879.7,0.138937
fork,179.769,241.986,0.541814,10947.9,0.139121
fork,257.158,206.533,1.3283,11822.1,0.145309
fork,257.252,206.848,1.32835,11793.5,0.146702
fork,256.975,205.787,1.32862,11776.9,0.144686
fork,257.036,205.536,1.32894,11764,0.145694
fork,257.263,204.317,1.32958,11713.7,0.14571
fork,257.284,204.557,1.32993,11719.8,0.145363
fork,257.327,204.781,1.32919,11755.7,0.145634
fork,350.404,216.464,-1.0817,10998.2,7.08696
fork,350.929,215.951,-1.08142,10892.8,7.09353
fork,350.556,216.313,-1.08165,10952.3,7.1087
fork,350.722,216.287,-1.0815,10917.6,7.10754
fork,493.43,209.934,-0.6906,11544.6,6.40469
fork,493.504,210.132,-0.690489,11546.1,6.44205
fork,493.315,210.413,-0.690511,11594.1,6.44103
fork,493.299,210.388,-0.690313,11627.9,6.45754
fork,501.591,273.402,-0.214435,12856.1,4.49726
fork,499.89,273.553,-0.218834,12474.7,4.44011
fork,500.058,273.447,-0.218666,12605.3,4.4893
fork,500.4,273.742,-0.216369,12716.7,4.49544
fork,501.089,274.617,-0.214311,12829.8,4.46248
fork,500.276,275.536,-0.217146,12747.5,4.45039
fork,500.944,276.066,-0.21401,12783.3,4.41878
fork,533.912,305.195,0.203758,13923.2,0.302469
fork,534.726,305.699,0.201862,13844.4,0.306204
fork,535.13,306.095,0.199874,13754.6,0.308994
fork,534.905,306.17,0.200227,13922.4,0.306612
fork,534.884,306.328,0.199633,13934,0.308411
fork,534.894,306.126,0.202234,14016,0.307692
fork,535.084,306.287,0.198296,13799.7,0.308642
fork,522.523,331.029,0.966499,11371.5,0.183937
fork,522.028,331.387,0.965451,11426.6,0.18147
fork,522.063,331.312,0.965201,11361,0.181605
fork,521.825,331.128,0.964838,11380,0.18029
fork,521.761,331.049,0.964754,11382.2,0.18029
for',521.804,331.065,0.964739,11332.6,0.180971
fork,522.016,331.383,0.964778,11338.2,0.180968
fork,521.89,331.057,0.965354,11383.9,0.180971
fork,521.668,330.939,0.964878,11345.7,0.18029
fork,521.798,331.151,0.964931,11345.7,0.18029
fork,521.701,331.086,0.963965,11358.8,0.180704
fork,521.737,331.092,0.964865,11381.1,0.18029
fork,521.728,331.099,0.96465,11411.1,0.18029
fork,483.055,316.804,-1.3768,11264,4.93635
fork,483.079,316.716,-1.37671,11266.2,4.93932
fork,483.007,316.892,-1.37696,11202.9,4.92425
fork,483.043,316.696,-1.37699,11321,4.94729
fork,430.189,283.308,-0.922476,11166.3,6.85679
fork,430.235,282.93,-0.922695,11173,6.80941
fork,430.656,283.433,-0.921687,11166.2,6.85279
fork,431.028,282.785,-0.922071,11285.4,6.85024
fork,200.869,354.29,0.206668,11146.7,0.158736
fork,201.12,354.443,0.206697,11140.6,0.158835
fork,200.55,354.408,0.206782,11115.7,0.158544
fork,470.878,234.921,1.51069,18751.3,1.07159
fork,6.94973,401.171,1.51884,12034.2,0.0876494
fork,276.123,99.411,1.44007,13899,0.259912
fork,490.259,231.132,1.52254,16872.3,0.906054
fork,18.8206,366.352,1.48109,12707.3,5.86207
fork,242.164,6.0904,-0.228197,11877.6,1.9
fork,283.553,63.9797,1.37535,12939.5,0.237864
fork,504.79,204.374,1.26025,14727.9,0.853862
fork,386.736,241.104,0.396431,11064,0.142646
fork,392.784,232.967,0.413895,11476.8,0.143584
fork,390.338,231.164,0.410232,11479.6,0.143941
fork,313.556,289.606,-0.775268,11669.3,7.0625
fork,317.617,288.651,-0.767156,11569.6,7.10938
fork,324.799,287.931,-0.761562,11449.6,7.13846
fork,323.975,289.191,-0.761519,11455,7.03077
fork,324.299,289.254,-0.761626,11445.2,7.07692
fork,314.603,290.05,-1.14409,11078,7.04866
fork,314.991,290.458,-1.14167,11053.6,7.12206
fork,314.966,291.064,-1.14049,11229.8,7.05413
fork,314.56,291.514,-1.14114,10992.1,7.06271
fork,368.505,167.373,1.43693,18869,0.137067
fork,291.8,116.332,1.33213,11823,0.174684
fork,304.923,156.783,1.38896,10841.3,0.147154
fork,333.666,206.511,1.20097,10919.3,0.149149
fork,361.289,237.989,1.25887,10885.8,0.145729
fork,323.225,288.741,1.2802,10977.4,0.147766
fork,320.884,284.328,1.3018,11066.4,0.148683
fork,289.325,272.455,1.26918,10894.3,0.150955
fork,285.89,271.521,1.26731,10906,0.154658
fork,284.68,261.841,1.26977,10915,0.153583
fork,239.88,93.2438,-0.390284,11430.5,6.54375
fork,264.304,122.298,-0.34725,11123,6.60262
fork,257.361,119.556,-0.352413,11196.1,6.60407
fork,260.97,133.113,-0.357542,11272.3,6.54775
fork,278.513,225.716,-0.208325,10999,6.575
fork,272.541,220.96,-0.222118,10849,6.63253
fork,254.829,185.698,-0.256195,10989.1,6.45647
fork,212.456,206.305,0.0635041,11425.8,0.144287
